id,file_path,method_name,method_parameter_types,method_return_type,line,api,name,description,type,analysis_id
883,main/java/org/cambench/cap/basic/insecurerandom/InsecureRandom2.class,main,,,,,PredictableSeed,"Found: ""123L"". Found predictable seeds in code.",cryptoguard,2
873,main/java/org/cambench/cap/basic/pbeparameters/PBEParameters1.class,main,,,8,,ConstantSalt,"Found: ""123"". Found constant salts in code.",cryptoguard,2
876,main/java/org/cambench/cap/basic/pbeparameters/PBEParameters2.class,main,,,12,,PBE,"Found: ""10"". Used < 1000 iteration for PBE.",cryptoguard,2
836,main/java/org/cambench/cap/basic/staticiv/StaticIv1.class,main,,,16,,ConstantIV,"Found: ""abcdefghijklmnop"". Found constant IV in code.",cryptoguard,2
694,main/java/org/cambench/cap/basic/staticiv/StaticIv2.class,main,,,16,,ConstantIV,"Found: ""109"". Found constant IV in code.",cryptoguard,2
699,main/java/org/cambench/cap/basic/staticiv/StaticIv2.class,main,,,16,,ConstantIV,"Found: ""105"". Found constant IV in code.",cryptoguard,2
722,main/java/org/cambench/cap/basic/staticiv/StaticIv2.class,main,,,16,,ConstantIV,"Found: ""110"". Found constant IV in code.",cryptoguard,2
786,main/java/org/cambench/cap/basic/staticiv/StaticIv2.class,main,,,16,,ConstantIV,"Found: ""98"". Found constant IV in code.",cryptoguard,2
788,main/java/org/cambench/cap/basic/staticiv/StaticIv2.class,main,,,16,,ConstantIV,"Found: ""107"". Found constant IV in code.",cryptoguard,2
796,main/java/org/cambench/cap/basic/staticiv/StaticIv2.class,main,,,16,,ConstantIV,"Found: ""99"". Found constant IV in code.",cryptoguard,2
807,main/java/org/cambench/cap/basic/staticiv/StaticIv2.class,main,,,16,,ConstantIV,"Found: ""112"". Found constant IV in code.",cryptoguard,2
809,main/java/org/cambench/cap/basic/staticiv/StaticIv2.class,main,,,16,,ConstantIV,"Found: ""111"". Found constant IV in code.",cryptoguard,2
824,main/java/org/cambench/cap/basic/staticiv/StaticIv2.class,main,,,16,,ConstantIV,"Found: ""106"". Found constant IV in code.",cryptoguard,2
832,main/java/org/cambench/cap/basic/staticiv/StaticIv2.class,main,,,16,,ConstantIV,"Found: ""108"". Found constant IV in code.",cryptoguard,2
846,main/java/org/cambench/cap/basic/staticiv/StaticIv2.class,main,,,16,,ConstantIV,"Found: ""101"". Found constant IV in code.",cryptoguard,2
847,main/java/org/cambench/cap/basic/staticiv/StaticIv2.class,main,,,16,,ConstantIV,"Found: ""100"". Found constant IV in code.",cryptoguard,2
850,main/java/org/cambench/cap/basic/staticiv/StaticIv2.class,main,,,16,,ConstantIV,"Found: ""104"". Found constant IV in code.",cryptoguard,2
851,main/java/org/cambench/cap/basic/staticiv/StaticIv2.class,main,,,16,,ConstantIV,"Found: ""103"". Found constant IV in code.",cryptoguard,2
852,main/java/org/cambench/cap/basic/staticiv/StaticIv2.class,main,,,16,,ConstantIV,"Found: ""97"". Found constant IV in code.",cryptoguard,2
854,main/java/org/cambench/cap/basic/staticiv/StaticIv2.class,main,,,16,,ConstantIV,"Found: ""102"". Found constant IV in code.",cryptoguard,2
605,main/java/org/cambench/cap/contextsensitivity/advanced/callsites5/truepositive/brokencrypto/BrokenCrypto1.class,main,,,13,,BrokenCrypto,"Found: ""DES"". Found broken crypto schemes.",cryptoguard,2
661,main/java/org/cambench/cap/contextsensitivity/advanced/callsites5/truepositive/brokenhash/BrokenHash1.class,main,,,12,,BrokenHash,"Found: ""SHA-1"". Found broken hash functions.",cryptoguard,2
864,main/java/org/cambench/cap/contextsensitivity/advanced/callsites5/truepositive/pbeparameters/PBEParameters1.class,main,,,12,,ConstantSalt,"Found: ""123"". Found constant salts in code.",cryptoguard,2
801,main/java/org/cambench/cap/contextsensitivity/advanced/callsites5/truepositive/staticiv/StaticIv1.class,main,,,25,,ConstantIV,"Found: ""abcdefghstuvwxyz"". Found constant IV in code.",cryptoguard,2
623,main/java/org/cambench/cap/contextsensitivity/falsepositive/insecurerandom/InsecureRandom1.class,main,,,,,UntrustedPRNG,Found: Untrused PRNG (java.util.Random). Used untrusted PRNG.,cryptoguard,2
562,main/java/org/cambench/cap/contextsensitivity/truepositive/brokencrypto/BrokenCrypto1.class,main,,,11,,BrokenCrypto,"Found: ""DES"". Found broken crypto schemes.",cryptoguard,2
645,main/java/org/cambench/cap/contextsensitivity/truepositive/brokenhash/BrokenHash1.class,main,,,8,,BrokenHash,"Found: ""MD5"". Found broken hash functions.",cryptoguard,2
554,main/java/org/cambench/cap/contextsensitivity/truepositive/ecbmode/EcbMode1.class,main,,,11,,BrokenCrypto,"Found: ""AES/ECB/PKCS5Padding"". Found broken crypto schemes.",cryptoguard,2
613,main/java/org/cambench/cap/contextsensitivity/truepositive/insecurerandom/InsecureRandom1.class,main,,,,,UntrustedPRNG,Found: Untrused PRNG (java.util.Random). Used untrusted PRNG.,cryptoguard,2
872,main/java/org/cambench/cap/contextsensitivity/truepositive/pbeparameters/PBEParameters1.class,main,,,12,,ConstantSalt,"Found: ""123"". Found constant salts in code.",cryptoguard,2
815,main/java/org/cambench/cap/contextsensitivity/truepositive/staticiv/StaticIv1.class,main,,,21,,ConstantIV,"Found: ""abcdefghijklmnop"". Found constant IV in code.",cryptoguard,2
638,main/java/org/cambench/cap/fieldsensitivity/falsepositive/insecurerandom/InsecureRandom1.class,main,,,,,UntrustedPRNG,Found: Untrused PRNG (java.util.Random). Used untrusted PRNG.,cryptoguard,2
557,main/java/org/cambench/cap/fieldsensitivity/truepositive/brokencrypto/BrokenCrypto1.class,main,,,12,,BrokenCrypto,"Found: ""DES"". Found broken crypto schemes.",cryptoguard,2
668,main/java/org/cambench/cap/fieldsensitivity/truepositive/brokenhash/BrokenHash1.class,main,,,9,,BrokenHash,"Found: ""MD5"". Found broken hash functions.",cryptoguard,2
580,main/java/org/cambench/cap/fieldsensitivity/truepositive/ecbmode/EcbMode1.class,main,,,12,,BrokenCrypto,"Found: ""AES/ECB/PKCS5Padding"". Found broken crypto schemes.",cryptoguard,2
630,main/java/org/cambench/cap/fieldsensitivity/truepositive/insecurerandom/InsecureRandom1.class,main,,,,,UntrustedPRNG,Found: Untrused PRNG (java.util.Random). Used untrusted PRNG.,cryptoguard,2
861,main/java/org/cambench/cap/fieldsensitivity/truepositive/pbeparameters/PBEParameters1.class,main,,,14,,ConstantSalt,"Found: ""123"". Found constant salts in code.",cryptoguard,2
877,main/java/org/cambench/cap/fieldsensitivity/truepositive/pbeparameters/PBEParameters2.class,main,,,13,,PBE,"Found: ""10"". Used < 1000 iteration for PBE.",cryptoguard,2
772,main/java/org/cambench/cap/fieldsensitivity/truepositive/staticiv/StaticIv1.class,main,,,22,,ConstantIV,"Found: ""abcdefghijklmnop"". Found constant IV in code.",cryptoguard,2
621,main/java/org/cambench/cap/flowsensitivity/falsepositive/insecurerandom/InsecureRandom1.class,main,,,,,UntrustedPRNG,Found: Untrused PRNG (java.util.Random). Used untrusted PRNG.,cryptoguard,2
778,main/java/org/cambench/cap/flowsensitivity/falsepositive/staticiv/StaticIv1.class,main,,,17,,ConstantIV,"Found: ""abcdefghijklmnop"". Found constant IV in code.",cryptoguard,2
610,main/java/org/cambench/cap/flowsensitivity/truepositive/brokencrypto/BrokenCrypto1.class,main,,,11,,BrokenCrypto,"Found: ""DES"". Found broken crypto schemes.",cryptoguard,2
666,main/java/org/cambench/cap/flowsensitivity/truepositive/brokenhash/BrokenHash1.class,main,,,8,,BrokenHash,"Found: ""MD5"". Found broken hash functions.",cryptoguard,2
576,main/java/org/cambench/cap/flowsensitivity/truepositive/ecbmode/EcbMode1.class,main,,,11,,BrokenCrypto,"Found: ""AES/ECB/PKCS5Padding"". Found broken crypto schemes.",cryptoguard,2
618,main/java/org/cambench/cap/flowsensitivity/truepositive/insecurerandom/InsecureRandom1.class,main,,,,,UntrustedPRNG,Found: Untrused PRNG (java.util.Random). Used untrusted PRNG.,cryptoguard,2
859,main/java/org/cambench/cap/flowsensitivity/truepositive/pbeparameters/PBEParameters1.class,main,,,12,,ConstantSalt,"Found: ""123"". Found constant salts in code.",cryptoguard,2
875,main/java/org/cambench/cap/flowsensitivity/truepositive/pbeparameters/PBEParameters2.class,main,,,12,,PBE,"Found: ""10"". Used < 1000 iteration for PBE.",cryptoguard,2
797,main/java/org/cambench/cap/flowsensitivity/truepositive/staticiv/StaticIv1.class,main,,,17,,ConstantIV,"Found: ""abcdefghijklmnop"". Found constant IV in code.",cryptoguard,2
633,main/java/org/cambench/cap/interprocedural2/falsepositive/insecurerandom/InsecureRandom1.class,main,,,,,UntrustedPRNG,Found: Untrused PRNG (java.util.Random). Used untrusted PRNG.,cryptoguard,2
604,main/java/org/cambench/cap/interprocedural2/truepositive/brokencrypto/BrokenCrypto1.class,main,,,12,,BrokenCrypto,"Found: ""DES"". Found broken crypto schemes.",cryptoguard,2
678,main/java/org/cambench/cap/interprocedural2/truepositive/brokenhash/BrokenHash1.class,main,,,9,,BrokenHash,"Found: ""MD5"". Found broken hash functions.",cryptoguard,2
543,main/java/org/cambench/cap/interprocedural2/truepositive/ecbmode/EcbMode1.class,main,,,13,,BrokenCrypto,"Found: ""AES/ECB/PKCS5Padding"". Found broken crypto schemes.",cryptoguard,2
616,main/java/org/cambench/cap/interprocedural2/truepositive/insecurerandom/InsecureRandom1.class,main,,,,,UntrustedPRNG,Found: Untrused PRNG (java.util.Random). Used untrusted PRNG.,cryptoguard,2
862,main/java/org/cambench/cap/interprocedural2/truepositive/pbeparameters/PBEParameters1.class,main,,,8,,ConstantSalt,"Found: ""123"". Found constant salts in code.",cryptoguard,2
874,main/java/org/cambench/cap/interprocedural2/truepositive/pbeparameters/PBEParameters2.class,main,,,12,,PBE,"Found: ""10"". Used < 1000 iteration for PBE.",cryptoguard,2
533,main/java/org/cambench/cap/interprocedural2/truepositive/smallkeysize/SmallKeySize1.class,main,,,13,,ExportGradePubKey,"Found: ""1024"". Used export grade public Key.",cryptoguard,2
634,main/java/org/cambench/cap/interprocedural3/falsepositive/insecurerandom/InsecureRandom1.class,main,,,,,UntrustedPRNG,Found: Untrused PRNG (java.util.Random). Used untrusted PRNG.,cryptoguard,2
555,main/java/org/cambench/cap/interprocedural3/truepositive/brokencrypto/BrokenCrypto1.class,main,,,12,,BrokenCrypto,"Found: ""DES"". Found broken crypto schemes.",cryptoguard,2
663,main/java/org/cambench/cap/interprocedural3/truepositive/brokenhash/BrokenHash1.class,main,,,9,,BrokenHash,"Found: ""MD5"". Found broken hash functions.",cryptoguard,2
575,main/java/org/cambench/cap/interprocedural3/truepositive/ecbmode/EcbMode1.class,main,,,13,,BrokenCrypto,"Found: ""AES/ECB/PKCS5Padding"". Found broken crypto schemes.",cryptoguard,2
626,main/java/org/cambench/cap/interprocedural3/truepositive/insecurerandom/InsecureRandom1.class,main,,,,,UntrustedPRNG,Found: Untrused PRNG (java.util.Random). Used untrusted PRNG.,cryptoguard,2
871,main/java/org/cambench/cap/interprocedural3/truepositive/pbeparameters/PBEParameters1.class,main,,,8,,ConstantSalt,"Found: ""123"". Found constant salts in code.",cryptoguard,2
880,main/java/org/cambench/cap/interprocedural3/truepositive/pbeparameters/PBEParameters2.class,main,,,12,,PBE,"Found: ""10"". Used < 1000 iteration for PBE.",cryptoguard,2
538,main/java/org/cambench/cap/interprocedural3/truepositive/smallkeysize/SmallKeySize1.class,main,,,13,,ExportGradePubKey,"Found: ""1024"". Used export grade public Key.",cryptoguard,2
617,main/java/org/cambench/cap/mixedsensitivities/contextfield/falsepositive/insecurerandom/InsecureRandom1.class,main,,,,,UntrustedPRNG,Found: Untrused PRNG (java.util.Random). Used untrusted PRNG.,cryptoguard,2
592,main/java/org/cambench/cap/mixedsensitivities/contextflow/truepositive/brokencrypto/BrokenCrypto1.class,main,,,11,,BrokenCrypto,"Found: ""DES"". Found broken crypto schemes.",cryptoguard,2
674,main/java/org/cambench/cap/mixedsensitivities/contextflow/truepositive/brokenhash/BrokenHash1.class,main,,,8,,BrokenHash,"Found: ""MD5"". Found broken hash functions.",cryptoguard,2
611,main/java/org/cambench/cap/mixedsensitivities/contextflow/truepositive/ecbmode/EcbMode1.class,main,,,11,,BrokenCrypto,"Found: ""AES/ECB/PKCS5Padding"". Found broken crypto schemes.",cryptoguard,2
619,main/java/org/cambench/cap/mixedsensitivities/contextflow/truepositive/insecurerandom/InsecureRandom1.class,main,,,,,UntrustedPRNG,Found: Untrused PRNG (java.util.Random). Used untrusted PRNG.,cryptoguard,2
768,main/java/org/cambench/cap/mixedsensitivities/contextflow/truepositive/staticiv/StaticIv1.class,main,,,21,,ConstantIV,"Found: ""abcdefghijklmnop"". Found constant IV in code.",cryptoguard,2
632,main/java/org/cambench/cap/mixedsensitivities/contextobject/falsepositive/insecurerandom/InsecureRandom1.class,main,,,,,UntrustedPRNG,Found: Untrused PRNG (java.util.Random). Used untrusted PRNG.,cryptoguard,2
581,main/java/org/cambench/cap/mixedsensitivities/contextpath/truepositive/brokencrypto/BrokenCrypto1.class,main,,,11,,BrokenCrypto,"Found: ""DES"". Found broken crypto schemes.",cryptoguard,2
594,main/java/org/cambench/cap/mixedsensitivities/contextpath/truepositive/brokencrypto/BrokenCrypto2.class,main,,,16,,BrokenCrypto,"Found: ""Blowfish"". Found broken crypto schemes.",cryptoguard,2
671,main/java/org/cambench/cap/mixedsensitivities/contextpath/truepositive/brokenhash/BrokenHash1.class,main,,,9,,BrokenHash,"Found: ""MD5"". Found broken hash functions.",cryptoguard,2
683,main/java/org/cambench/cap/mixedsensitivities/contextpath/truepositive/brokenhash/BrokenHash2.class,main,,,14,,BrokenHash,"Found: ""SHA-1"". Found broken hash functions.",cryptoguard,2
578,main/java/org/cambench/cap/mixedsensitivities/contextpath/truepositive/ecbmode/EcbMode1.class,main,,,11,,BrokenCrypto,"Found: ""AES/ECB/PKCS5Padding"". Found broken crypto schemes.",cryptoguard,2
637,main/java/org/cambench/cap/mixedsensitivities/contextpath/truepositive/insecurerandom/InsecureRandom1.class,main,,,,,UntrustedPRNG,Found: Untrused PRNG (java.util.Random). Used untrusted PRNG.,cryptoguard,2
810,main/java/org/cambench/cap/mixedsensitivities/contextpath/truepositive/staticiv/StaticIv1.class,main,,,22,,ConstantIV,"Found: ""abcdefghijklmnop"". Found constant IV in code.",cryptoguard,2
698,main/java/org/cambench/cap/mixedsensitivities/contextpath/truepositive/staticiv/StaticIv2.class,main,,,25,,ConstantIV,"Found: ""103"". Found constant IV in code.",cryptoguard,2
706,main/java/org/cambench/cap/mixedsensitivities/contextpath/truepositive/staticiv/StaticIv2.class,main,,,25,,ConstantIV,"Found: ""110"". Found constant IV in code.",cryptoguard,2
709,main/java/org/cambench/cap/mixedsensitivities/contextpath/truepositive/staticiv/StaticIv2.class,main,,,25,,ConstantIV,"Found: ""106"". Found constant IV in code.",cryptoguard,2
731,main/java/org/cambench/cap/mixedsensitivities/contextpath/truepositive/staticiv/StaticIv2.class,main,,,25,,ConstantIV,"Found: ""111"". Found constant IV in code.",cryptoguard,2
750,main/java/org/cambench/cap/mixedsensitivities/contextpath/truepositive/staticiv/StaticIv2.class,main,,,25,,ConstantIV,"Found: ""107"". Found constant IV in code.",cryptoguard,2
753,main/java/org/cambench/cap/mixedsensitivities/contextpath/truepositive/staticiv/StaticIv2.class,main,,,25,,ConstantIV,"Found: ""99"". Found constant IV in code.",cryptoguard,2
757,main/java/org/cambench/cap/mixedsensitivities/contextpath/truepositive/staticiv/StaticIv2.class,main,,,25,,ConstantIV,"Found: ""109"". Found constant IV in code.",cryptoguard,2
779,main/java/org/cambench/cap/mixedsensitivities/contextpath/truepositive/staticiv/StaticIv2.class,main,,,25,,ConstantIV,"Found: ""112"". Found constant IV in code.",cryptoguard,2
783,main/java/org/cambench/cap/mixedsensitivities/contextpath/truepositive/staticiv/StaticIv2.class,main,,,25,,ConstantIV,"Found: ""108"". Found constant IV in code.",cryptoguard,2
784,main/java/org/cambench/cap/mixedsensitivities/contextpath/truepositive/staticiv/StaticIv2.class,main,,,25,,ConstantIV,"Found: ""101"". Found constant IV in code.",cryptoguard,2
808,main/java/org/cambench/cap/mixedsensitivities/contextpath/truepositive/staticiv/StaticIv2.class,main,,,25,,ConstantIV,"Found: ""104"". Found constant IV in code.",cryptoguard,2
813,main/java/org/cambench/cap/mixedsensitivities/contextpath/truepositive/staticiv/StaticIv2.class,main,,,25,,ConstantIV,"Found: ""98"". Found constant IV in code.",cryptoguard,2
816,main/java/org/cambench/cap/mixedsensitivities/contextpath/truepositive/staticiv/StaticIv2.class,main,,,25,,ConstantIV,"Found: ""105"". Found constant IV in code.",cryptoguard,2
833,main/java/org/cambench/cap/mixedsensitivities/contextpath/truepositive/staticiv/StaticIv2.class,main,,,25,,ConstantIV,"Found: ""102"". Found constant IV in code.",cryptoguard,2
839,main/java/org/cambench/cap/mixedsensitivities/contextpath/truepositive/staticiv/StaticIv2.class,main,,,25,,ConstantIV,"Found: ""100"". Found constant IV in code.",cryptoguard,2
855,main/java/org/cambench/cap/mixedsensitivities/contextpath/truepositive/staticiv/StaticIv2.class,main,,,25,,ConstantIV,"Found: ""97"". Found constant IV in code.",cryptoguard,2
597,main/java/org/cambench/cap/mixedsensitivities/fieldflow/truepositive/brokencrypto/BrokenCrypto1.class,main,,,12,,BrokenCrypto,"Found: ""DES"". Found broken crypto schemes.",cryptoguard,2
587,main/java/org/cambench/cap/mixedsensitivities/fieldflow/truepositive/brokencrypto/BrokenCrypto2.class,main,,,12,,BrokenCrypto,"Found: ""Blowfish"". Found broken crypto schemes.",cryptoguard,2
664,main/java/org/cambench/cap/mixedsensitivities/fieldflow/truepositive/brokenhash/BrokenHash1.class,main,,,9,,BrokenHash,"Found: ""MD5"". Found broken hash functions.",cryptoguard,2
651,main/java/org/cambench/cap/mixedsensitivities/fieldflow/truepositive/brokenhash/BrokenHash2.class,main,,,9,,BrokenHash,"Found: ""SHA-1"". Found broken hash functions.",cryptoguard,2
590,main/java/org/cambench/cap/mixedsensitivities/fieldflow/truepositive/ecbmode/EcbMode1.class,main,,,12,,BrokenCrypto,"Found: ""AES/ECB/PKCS5Padding"". Found broken crypto schemes.",cryptoguard,2
631,main/java/org/cambench/cap/mixedsensitivities/fieldflow/truepositive/insecurerandom/InsecureRandom1.class,main,,,,,UntrustedPRNG,Found: Untrused PRNG (java.util.Random). Used untrusted PRNG.,cryptoguard,2
763,main/java/org/cambench/cap/mixedsensitivities/fieldflow/truepositive/staticiv/StaticIv1.class,main,,,22,,ConstantIV,"Found: ""abcdefghijklmnop"". Found constant IV in code.",cryptoguard,2
691,main/java/org/cambench/cap/mixedsensitivities/fieldflow/truepositive/staticiv/StaticIv2.class,main,,,22,,ConstantIV,"Found: ""103"". Found constant IV in code.",cryptoguard,2
702,main/java/org/cambench/cap/mixedsensitivities/fieldflow/truepositive/staticiv/StaticIv2.class,main,,,22,,ConstantIV,"Found: ""98"". Found constant IV in code.",cryptoguard,2
718,main/java/org/cambench/cap/mixedsensitivities/fieldflow/truepositive/staticiv/StaticIv2.class,main,,,22,,ConstantIV,"Found: ""110"". Found constant IV in code.",cryptoguard,2
727,main/java/org/cambench/cap/mixedsensitivities/fieldflow/truepositive/staticiv/StaticIv2.class,main,,,22,,ConstantIV,"Found: ""111"". Found constant IV in code.",cryptoguard,2
734,main/java/org/cambench/cap/mixedsensitivities/fieldflow/truepositive/staticiv/StaticIv2.class,main,,,22,,ConstantIV,"Found: ""109"". Found constant IV in code.",cryptoguard,2
737,main/java/org/cambench/cap/mixedsensitivities/fieldflow/truepositive/staticiv/StaticIv2.class,main,,,22,,ConstantIV,"Found: ""102"". Found constant IV in code.",cryptoguard,2
740,main/java/org/cambench/cap/mixedsensitivities/fieldflow/truepositive/staticiv/StaticIv2.class,main,,,22,,ConstantIV,"Found: ""99"". Found constant IV in code.",cryptoguard,2
755,main/java/org/cambench/cap/mixedsensitivities/fieldflow/truepositive/staticiv/StaticIv2.class,main,,,22,,ConstantIV,"Found: ""107"". Found constant IV in code.",cryptoguard,2
760,main/java/org/cambench/cap/mixedsensitivities/fieldflow/truepositive/staticiv/StaticIv2.class,main,,,22,,ConstantIV,"Found: ""105"". Found constant IV in code.",cryptoguard,2
770,main/java/org/cambench/cap/mixedsensitivities/fieldflow/truepositive/staticiv/StaticIv2.class,main,,,22,,ConstantIV,"Found: ""104"". Found constant IV in code.",cryptoguard,2
787,main/java/org/cambench/cap/mixedsensitivities/fieldflow/truepositive/staticiv/StaticIv2.class,main,,,22,,ConstantIV,"Found: ""106"". Found constant IV in code.",cryptoguard,2
791,main/java/org/cambench/cap/mixedsensitivities/fieldflow/truepositive/staticiv/StaticIv2.class,main,,,22,,ConstantIV,"Found: ""108"". Found constant IV in code.",cryptoguard,2
799,main/java/org/cambench/cap/mixedsensitivities/fieldflow/truepositive/staticiv/StaticIv2.class,main,,,22,,ConstantIV,"Found: ""101"". Found constant IV in code.",cryptoguard,2
811,main/java/org/cambench/cap/mixedsensitivities/fieldflow/truepositive/staticiv/StaticIv2.class,main,,,22,,ConstantIV,"Found: ""100"". Found constant IV in code.",cryptoguard,2
818,main/java/org/cambench/cap/mixedsensitivities/fieldflow/truepositive/staticiv/StaticIv2.class,main,,,22,,ConstantIV,"Found: ""112"". Found constant IV in code.",cryptoguard,2
820,main/java/org/cambench/cap/mixedsensitivities/fieldflow/truepositive/staticiv/StaticIv2.class,main,,,22,,ConstantIV,"Found: ""97"". Found constant IV in code.",cryptoguard,2
608,main/java/org/cambench/cap/mixedsensitivities/fieldobject/truepositive/brokencrypto/BrokenCrypto1.class,main,,,16,,BrokenCrypto,"Found: ""DES"". Found broken crypto schemes.",cryptoguard,2
658,main/java/org/cambench/cap/mixedsensitivities/fieldobject/truepositive/brokenhash/BrokenHash1.class,main,,,13,,BrokenHash,"Found: ""MD5"". Found broken hash functions.",cryptoguard,2
544,main/java/org/cambench/cap/mixedsensitivities/fieldobject/truepositive/ecbmode/EcbMode1.class,main,,,16,,BrokenCrypto,"Found: ""AES/ECB/PKCS5Padding"". Found broken crypto schemes.",cryptoguard,2
612,main/java/org/cambench/cap/mixedsensitivities/fieldobject/truepositive/insecurerandom/InsecureRandom1.class,main,,,,,UntrustedPRNG,Found: Untrused PRNG (java.util.Random). Used untrusted PRNG.,cryptoguard,2
748,main/java/org/cambench/cap/mixedsensitivities/fieldobject/truepositive/staticiv/StaticIv1.class,main,,,26,,ConstantIV,"Found: ""abcdefghijklmnop"". Found constant IV in code.",cryptoguard,2
591,main/java/org/cambench/cap/mixedsensitivities/fieldpath/falsepositive/brokencrypto/BrokenCrypto1.class,main,,,12,,BrokenCrypto,"Found: ""DES"". Found broken crypto schemes.",cryptoguard,2
598,main/java/org/cambench/cap/mixedsensitivities/fieldpath/falsepositive/brokencrypto/BrokenCrypto2.class,main,,,20,,BrokenCrypto,"Found: ""Blowfish"". Found broken crypto schemes.",cryptoguard,2
669,main/java/org/cambench/cap/mixedsensitivities/fieldpath/falsepositive/brokenhash/BrokenHash1.class,main,,,9,,BrokenHash,"Found: ""MD5"". Found broken hash functions.",cryptoguard,2
682,main/java/org/cambench/cap/mixedsensitivities/fieldpath/falsepositive/brokenhash/BrokenHash2.class,main,,,15,,BrokenHash,"Found: ""SHA-1"". Found broken hash functions.",cryptoguard,2
602,main/java/org/cambench/cap/mixedsensitivities/fieldpath/falsepositive/ecbmode/EcbMode1.class,main,,,12,,BrokenCrypto,"Found: ""AES/ECB/PKCS5Padding"". Found broken crypto schemes.",cryptoguard,2
641,main/java/org/cambench/cap/mixedsensitivities/fieldpath/falsepositive/insecurerandom/InsecureRandom1.class,main,,,,,UntrustedPRNG,Found: Untrused PRNG (java.util.Random). Used untrusted PRNG.,cryptoguard,2
704,main/java/org/cambench/cap/mixedsensitivities/fieldpath/falsepositive/staticiv/StaticIv1.class,main,,,25,,ConstantIV,"Found: ""abcdefghijklmnop"". Found constant IV in code.",cryptoguard,2
692,main/java/org/cambench/cap/mixedsensitivities/fieldpath/falsepositive/staticiv/StaticIv2.class,main,,,23,,ConstantIV,"Found: ""107"". Found constant IV in code.",cryptoguard,2
695,main/java/org/cambench/cap/mixedsensitivities/fieldpath/falsepositive/staticiv/StaticIv2.class,main,,,23,,ConstantIV,"Found: ""108"". Found constant IV in code.",cryptoguard,2
707,main/java/org/cambench/cap/mixedsensitivities/fieldpath/falsepositive/staticiv/StaticIv2.class,main,,,23,,ConstantIV,"Found: ""97"". Found constant IV in code.",cryptoguard,2
723,main/java/org/cambench/cap/mixedsensitivities/fieldpath/falsepositive/staticiv/StaticIv2.class,main,,,23,,ConstantIV,"Found: ""109"". Found constant IV in code.",cryptoguard,2
733,main/java/org/cambench/cap/mixedsensitivities/fieldpath/falsepositive/staticiv/StaticIv2.class,main,,,23,,ConstantIV,"Found: ""112"". Found constant IV in code.",cryptoguard,2
743,main/java/org/cambench/cap/mixedsensitivities/fieldpath/falsepositive/staticiv/StaticIv2.class,main,,,23,,ConstantIV,"Found: ""99"". Found constant IV in code.",cryptoguard,2
751,main/java/org/cambench/cap/mixedsensitivities/fieldpath/falsepositive/staticiv/StaticIv2.class,main,,,23,,ConstantIV,"Found: ""98"". Found constant IV in code.",cryptoguard,2
759,main/java/org/cambench/cap/mixedsensitivities/fieldpath/falsepositive/staticiv/StaticIv2.class,main,,,23,,ConstantIV,"Found: ""105"". Found constant IV in code.",cryptoguard,2
773,main/java/org/cambench/cap/mixedsensitivities/fieldpath/falsepositive/staticiv/StaticIv2.class,main,,,23,,ConstantIV,"Found: ""102"". Found constant IV in code.",cryptoguard,2
776,main/java/org/cambench/cap/mixedsensitivities/fieldpath/falsepositive/staticiv/StaticIv2.class,main,,,23,,ConstantIV,"Found: ""101"". Found constant IV in code.",cryptoguard,2
